Task ID,Task,Occupation,AI_Capability,Automation_Desire,Category
292,Review illustrative material to determine if it conforms to standards and specifications.,Art Directors,2.333333333333333,2.4,"Arts, Designs, and Media"
20242,"Research current trends and new technology, such as printing production techniques, computer software, and design trends.",Art Directors,2.0,3.0,"Arts, Designs, and Media"
295,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",Art Directors,2.0,3.6666666666666665,"Arts, Designs, and Media"
307,Key information into computer equipment to create layouts for client or supervisor.,Graphic Designers,4.0,1.6666666666666667,"Arts, Designs, and Media"
304,"Review final layouts and suggest improvements, as needed.",Graphic Designers,3.6666666666666665,1.7142857142857142,"Arts, Designs, and Media"
300,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",Graphic Designers,3.333333333333333,2.333333333333333,"Arts, Designs, and Media"
306,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",Graphic Designers,3.0,1.8888888888888888,"Arts, Designs, and Media"
299,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",Graphic Designers,3.0,1.7777777777777777,"Arts, Designs, and Media"
301,Use computer software to generate new images.,Graphic Designers,3.333333333333333,2.142857142857143,"Arts, Designs, and Media"
303,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",Graphic Designers,2.5,2.888888888888889,"Arts, Designs, and Media"
309,"Study illustrations and photographs to plan presentation of materials, products, or services.",Graphic Designers,3.6666666666666665,2.4,"Arts, Designs, and Media"
15228,"Maintain archive of images, photos, or previous work products.",Graphic Designers,4.0,2.4,"Arts, Designs, and Media"
308,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.",Graphic Designers,2.6666666666666665,1.7142857142857142,"Arts, Designs, and Media"
15229,Research new software or design concepts.,Graphic Designers,3.333333333333333,2.833333333333333,"Arts, Designs, and Media"
22522,"Research production topics using the internet, video archives, and other informational sources.",Producers and Directors,3.6666666666666665,2.888888888888889,"Arts, Designs, and Media"
22523,"Review film, recordings, or rehearsals to ensure conformance to production and broadcast standards.",Producers and Directors,2.333333333333333,3.0,"Arts, Designs, and Media"
22519,Study and research scripts to determine how they should be directed.,Producers and Directors,2.5,2.571428571428572,"Arts, Designs, and Media"
22532,"Perform management activities, such as budgeting, scheduling, planning, and marketing.",Producers and Directors,2.333333333333333,3.375,"Arts, Designs, and Media"
22527,Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.,Producers and Directors,3.0,2.0,"Arts, Designs, and Media"
22528,"Compile scripts, program notes, and other material related to productions.",Producers and Directors,2.333333333333333,3.4,"Arts, Designs, and Media"
22539,Write and submit proposals to bid on contracts for projects.,Producers and Directors,2.333333333333333,2.333333333333333,"Arts, Designs, and Media"
22533,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,Producers and Directors,2.0,2.5,"Arts, Designs, and Media"
22535,Cut and edit film or tape to integrate component parts into desired sequences.,Producers and Directors,2.6666666666666665,1.75,"Arts, Designs, and Media"
22537,Review film daily to check on work in progress and to plan for future filming.,Producers and Directors,2.333333333333333,2.2,"Arts, Designs, and Media"
22529,"Perform administrative duties, such as preparing operational reports, distributing rehearsal call sheets and script copies, and arranging for rehearsal quarters.",Producers and Directors,2.0,3.8,"Arts, Designs, and Media"
3897,Observe pictures through monitors and direct camera and video staff concerning shading and composition.,Media Technical Directors/Managers,1.6666666666666667,2.0,"Arts, Designs, and Media"
3896,Monitor broadcasts to ensure that programs conform to station or network policies and regulations.,Media Technical Directors/Managers,2.333333333333333,2.8,"Arts, Designs, and Media"
3906,Collaborate with promotions directors to produce on-air station promotions.,Media Technical Directors/Managers,2.0,2.125,"Arts, Designs, and Media"
3900,Schedule use of studio and editing facilities for producers and engineering and maintenance staff.,Media Technical Directors/Managers,3.0,2.75,"Arts, Designs, and Media"
3894,"Direct technical aspects of newscasts and other productions, checking and switching between video sources and taking responsibility for the on-air product, including camera shots and graphics.",Media Technical Directors/Managers,2.0,2.25,"Arts, Designs, and Media"
3905,"Set up and execute video transitions and special effects, such as fades, dissolves, cuts, keys, and supers, using computers to manipulate pictures as necessary.",Media Technical Directors/Managers,3.0,2.0,"Arts, Designs, and Media"
22623,"Write commentaries, columns, or scripts, using computers.","News Analysts, Reporters, and Journalists",3.5,2.375,"Arts, Designs, and Media"
22625,"Examine news items of local, national, and international significance to determine topics to address, or obtain assignments from editorial staff members.","News Analysts, Reporters, and Journalists",3.0,2.0,"Arts, Designs, and Media"
22626,Analyze and interpret news and information received from various sources to broadcast the information.,"News Analysts, Reporters, and Journalists",3.333333333333333,2.2,"Arts, Designs, and Media"
22628,Research a story's background information to provide complete and accurate information.,"News Analysts, Reporters, and Journalists",3.0,2.0,"Arts, Designs, and Media"
22631,"Select material most pertinent to presentation, and organize this material into appropriate formats.","News Analysts, Reporters, and Journalists",3.5,2.8,"Arts, Designs, and Media"
22635,Revise work to meet editorial approval or to fit time or space requirements.,"News Analysts, Reporters, and Journalists",3.0,2.4285714285714284,"Arts, Designs, and Media"
22636,Review and evaluate notes taken about news events to isolate pertinent facts and details.,"News Analysts, Reporters, and Journalists",3.0,2.0,"Arts, Designs, and Media"
22638,"Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.","News Analysts, Reporters, and Journalists",4.333333333333333,2.8,"Arts, Designs, and Media"
22642,"Check reference materials, such as books, news files, or public records, to obtain relevant facts.","News Analysts, Reporters, and Journalists",3.333333333333333,4.0,"Arts, Designs, and Media"
22648,"Develop ideas or material for columns or commentaries by analyzing and interpreting news, current issues, or personal experiences.","News Analysts, Reporters, and Journalists",3.333333333333333,2.6666666666666665,"Arts, Designs, and Media"
1764,Respond to requests for information from the media or designate an appropriate spokesperson or information source.,Public Relations Specialists,2.6666666666666665,2.6,"Arts, Designs, and Media"
23951,Post and update content on the company's Web site and social media outlets.,Public Relations Specialists,3.0,3.125,"Arts, Designs, and Media"
20554,Write press releases or other media communications to promote clients.,Public Relations Specialists,3.333333333333333,2.75,"Arts, Designs, and Media"
1769,"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",Public Relations Specialists,2.0,2.0,"Arts, Designs, and Media"
20557,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",Public Relations Specialists,2.0,3.25,"Arts, Designs, and Media"
1777,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",Editors,3.0,2.3,"Arts, Designs, and Media"
1780,"Verify facts, dates, and statistics, using standard reference sources.",Editors,4.333333333333333,2.4,"Arts, Designs, and Media"
1786,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",Editors,2.333333333333333,1.8888888888888888,"Arts, Designs, and Media"
1782,"Develop story or content ideas, considering reader or audience appeal.",Editors,2.333333333333333,2.0,"Arts, Designs, and Media"
1776,"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",Editors,2.333333333333333,2.5,"Arts, Designs, and Media"
1783,"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",Editors,2.0,2.333333333333333,"Arts, Designs, and Media"
21000,"Write text, such as stories, articles, editorials, or newsletters.",Editors,3.0,1.6,"Arts, Designs, and Media"
1779,"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",Editors,3.5,1.6666666666666667,"Arts, Designs, and Media"
1781,Review and approve proofs submitted by composing room prior to publication production.,Editors,2.333333333333333,2.375,"Arts, Designs, and Media"
1785,"Assign topics, events and stories to individual writers or reporters for coverage.",Editors,2.333333333333333,1.8,"Arts, Designs, and Media"
1778,"Allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",Editors,2.6666666666666665,1.75,"Arts, Designs, and Media"
3966,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",Technical Writers,3.0,3.625,"Arts, Designs, and Media"
3967,Maintain records and files of work and revisions.,Technical Writers,3.0,2.75,"Arts, Designs, and Media"
3968,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",Technical Writers,2.6666666666666665,2.0,"Arts, Designs, and Media"
3971,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",Technical Writers,2.6666666666666665,2.5,"Arts, Designs, and Media"
20243,Develop or maintain online help documentation.,Technical Writers,3.0,2.2857142857142856,"Arts, Designs, and Media"
3975,"Arrange for typing, duplication, and distribution of material.",Technical Writers,2.0,4.0,"Arts, Designs, and Media"
3977,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,Technical Writers,4.333333333333333,2.25,"Arts, Designs, and Media"
3970,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",Technical Writers,4.5,2.333333333333333,"Arts, Designs, and Media"
22655,Vary language and tone of messages based on product and medium.,Writers and Authors,4.5,2.6,"Arts, Designs, and Media"
22654,Present drafts and ideas to clients.,Writers and Authors,3.0,2.375,"Arts, Designs, and Media"
22660,"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",Writers and Authors,4.0,3.0,"Arts, Designs, and Media"
22657,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",Writers and Authors,4.5,2.125,"Arts, Designs, and Media"
22658,Conduct research and interviews to determine which of a product's selling features should be promoted.,Writers and Authors,3.5,3.6666666666666665,"Arts, Designs, and Media"
20558,"Transfer photographs to computers for editing, archiving, and electronic transmission.",Photographers,4.0,3.7,"Arts, Designs, and Media"
9352,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",Photographers,5.0,2.333333333333333,"Arts, Designs, and Media"
9357,"Enhance, retouch, and resize photographs and negatives, using airbrushing and other techniques.",Photographers,5.0,2.7,"Arts, Designs, and Media"
9351,"Estimate or measure light levels, distances, and numbers of exposures needed, using measuring devices and formulas.",Photographers,4.5,2.555555555555556,"Arts, Designs, and Media"
9354,"Perform general office duties, such as scheduling appointments, keeping books, and ordering supplies.",Photographers,4.0,3.3,"Arts, Designs, and Media"
9350,Review sets of photographs to select the best work.,Photographers,3.0,2.1,"Arts, Designs, and Media"
20560,Write photograph captions.,Photographers,5.0,3.125,"Arts, Designs, and Media"
